job_id,job_name,job_state,product_name,start_dt,modified_dt,time_took_sec
job_202205251750_1653472200.3679073,prod04_purchaseinfo_SQLs,done,prod04_prod,2022-05-25 09:50:00,2022-05-25 09:51:20,80.0
job_202205251750_1653472216.3450253,prod04_purchaserank_SQLs,done,prod04_prod,2022-05-25 09:50:16,2022-05-25 09:54:10,234.0
job_202205251750_1653472228.4728372,prod04_cupdynamic_SQLs,done,prod04_prod,2022-05-25 09:50:28,2022-05-25 09:54:49,261.0
job_202205251750_1653472254.4231458,prod04_cupinventory_SQLs,done,prod04_prod,2022-05-25 09:50:54,2022-05-25 09:55:31,277.0
job_202205251750_1653472257.297922,prod04_serverlogdb_SQLs,done,prod04_prod,2022-05-25 09:50:57,2022-05-25 09:53:54,177.0
job_202205251751_1653472264.846634,prod04_tranxlog_SQLs,done,prod04_prod,2022-05-25 09:51:04,2022-05-25 09:53:30,146.0
job_202205251753_1653472402.064695,prod04_usercontent_SQLs,done,prod04_prod,2022-05-25 09:53:22,2022-05-25 09:55:05,103.0
job_202205251754_1653472449.2589154,prod04_usereditlog_SQLs,done,prod04_prod,2022-05-25 09:54:09,2022-05-25 09:54:48,39.0
job_202205251754_1653472482.8158293,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:54:42,2022-05-25 09:54:45,3.0
job_202205251754_1653472491.3893678,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:54:51,2022-05-25 09:56:44,113.0
job_202205251754_1653472491.5450857,prod08_topics_SQLs,done,prod08_prod,2022-05-25 09:54:51,2022-05-25 09:54:53,2.0
job_202205251754_1653472491.7274323,prod08_game_SQLs,done,prod08_prod,2022-05-25 09:54:51,2022-05-25 09:54:53,2.0
job_202205251754_1653472496.465444,prod04_webguild_SQLs,done,prod04_prod,2022-05-25 09:54:56,2022-05-25 09:56:04,68.0
job_202205251755_1653472505.1983955,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:55:05,2022-05-25 09:55:07,2.0
job_202205251755_1653472517.6572204,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:55:17,2022-05-25 09:56:36,79.0
job_202205251755_1653472517.8242996,prod08_topics_SQLs,done,prod08_prod,2022-05-25 09:55:17,2022-05-25 09:55:20,3.0
job_202205251755_1653472518.0006032,prod08_game_SQLs,done,prod08_prod,2022-05-25 09:55:18,2022-05-25 09:55:20,2.0
job_202205251757_1653472625.2823539,prod08_game_SQLs,done,prod08_prod,2022-05-25 09:57:05,2022-05-25 10:01:42,277.0
job_202205251757_1653472633.1380455,prod08_game_SQLs,done,prod08_prod,2022-05-25 09:57:13,2022-05-25 10:02:23,310.0
job_202205251757_1653472636.483848,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:57:16,2022-05-25 09:59:25,129.0
job_202205251757_1653472644.1079946,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:57:24,2022-05-25 09:59:44,140.0
job_202205251757_1653472644.7530246,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:57:24,2022-05-25 09:59:24,120.0
job_202205251757_1653472653.5537276,prod08_account_SQLs,done,prod08_prod,2022-05-25 09:57:33,2022-05-25 10:00:17,164.0
job_202205251758_1653472697.6890378,prod08_topics_SQLs,done,prod08_prod,2022-05-25 09:58:17,2022-05-25 10:02:17,240.0
job_202205251758_1653472709.4842496,prod08_topics_SQLs,done,prod08_prod,2022-05-25 09:58:29,2022-05-25 10:02:12,223.0
job_202205251800_1653472841.0212424,prod08_game_SQLs,done,prod08_prod,2022-05-25 10:00:41,2022-05-25 10:01:46,65.0
job_202205251800_1653472847.1346946,prod08_game_SQLs,done,prod08_prod,2022-05-25 10:00:47,2022-05-25 10:01:42,55.0
job_202205251803_1653472990.944125,prod08_game_SQLs,done,prod08_prod,2022-05-25 10:03:10,2022-05-25 10:07:39,269.0
job_202205251804_1653473064.422659,prod08_game_SQLs,done,prod08_prod,2022-05-25 10:04:24,2022-05-25 10:08:23,239.0
job_202205251834_1653474895.885414,mabi_authdb_SQLs,done,mabi_prod,2022-05-25 10:34:55,2022-05-25 10:35:19,24.0
job_202205251836_1653474976.1252553,mabi_itemstorage_SQLs,done,mabi_prod,2022-05-25 10:36:16,2022-05-25 10:37:07,51.0
job_202205251836_1653474980.7233407,prod02_campaign_company_SQLs,done,prod02_prod,2022-05-25 10:36:20,2022-05-25 10:37:21,61.0
job_202205251836_1653474985.73042,prod02_campaign_payment_SQLs,done,prod02_prod,2022-05-25 10:36:25,2022-05-25 10:37:06,41.0
job_202205251836_1653474999.4780388,mabi_mabitaiwanstorage_SQLs,done,mabi_prod,2022-05-25 10:36:39,2022-05-25 10:37:19,40.0
job_202205251836_1653475015.8941507,mabi_mabiguild2_SQLs,done,mabi_prod,2022-05-25 10:36:55,2022-05-25 10:37:20,25.0
job_202205251837_1653475022.0004258,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 10:37:02,2022-05-25 10:37:24,22.0
job_202205251837_1653475023.5811446,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 10:37:03,2022-05-25 10:37:28,25.0
job_202205251837_1653475028.9384627,mabi_mabi_log_SQLs,done,mabi_prod,2022-05-25 10:37:09,2022-05-25 10:37:33,24.0
job_202205251837_1653475037.9021065,mabi_mabitwauction_SQLs,done,mabi_prod,2022-05-25 10:37:17,2022-05-25 10:37:53,36.0
job_202205251837_1653475058.824856,prod02_campaign_common_SQLs,done,prod02_prod,2022-05-25 10:37:38,2022-05-25 10:41:47,249.0
job_202205251841_1653475319.9420614,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 10:42:00,2022-05-25 10:45:57,237.0
job_202205251842_1653475328.0381708,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 10:42:08,2022-05-25 10:43:42,94.0
job_202205251842_1653475353.9190502,mabi_authdb_SQLs,done,mabi_prod,2022-05-25 10:42:33,2022-05-25 10:42:59,26.0
job_202205251842_1653475362.455123,prod02_campaign_log_1st_SQLs,done,prod02_prod,2022-05-25 10:42:42,2022-05-25 10:48:18,336.0
job_202205251843_1653475427.8482978,prod02_campaign_log_2nd_SQLs,done,prod02_prod,2022-05-25 10:43:47,2022-05-25 10:49:06,319.0
job_202205251843_1653475432.8591826,mabi_itemstorage_SQLs,done,mabi_prod,2022-05-25 10:43:52,2022-05-25 10:45:53,121.0
job_202205251844_1653475457.4375699,mabi_mabitaiwanstorage_SQLs,done,mabi_prod,2022-05-25 10:44:17,2022-05-25 10:45:49,92.0
job_202205251844_1653475473.1790752,mabi_mabiguild2_SQLs,done,mabi_prod,2022-05-25 10:44:33,2022-05-25 10:45:43,70.0
job_202205251845_1653475525.823776,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 10:45:25,2022-05-25 10:45:55,30.0
job_202205251845_1653475527.6444569,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 10:45:27,2022-05-25 10:46:01,34.0
job_202205251845_1653475532.8598917,mabi_mabi_log_SQLs,done,mabi_prod,2022-05-25 10:45:32,2022-05-25 10:46:19,47.0
job_202205251845_1653475541.297285,mabi_mabitwauction_SQLs,done,mabi_prod,2022-05-25 10:45:41,2022-05-25 10:46:13,32.0
job_202205251850_1653475825.6258314,prod02_campaign1_SQLs,done,prod02_prod,2022-05-25 10:50:25,2022-05-25 10:58:17,472.0
job_202205251850_1653475825.662009,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 10:50:25,2022-05-25 10:53:21,176.0
job_202205251850_1653475833.2823973,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 10:50:33,2022-05-25 10:52:20,107.0
job_202205251857_1653476258.7493875,prod02_campaign2_SQLs,done,prod02_prod,2022-05-25 10:57:38,2022-05-25 11:08:00,622.0
job_202205251903_1653476635.9456463,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:03:55,2022-05-25 11:07:54,239.0
job_202205251904_1653476656.5003204,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:04:16,2022-05-25 11:08:41,265.0
job_202205251904_1653476687.0128024,prod02_campaign3_SQLs,done,prod02_prod,2022-05-25 11:04:47,2022-05-25 11:16:14,687.0
job_202205251907_1653476832.423416,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:07:12,2022-05-25 11:15:40,508.0
job_202205251907_1653476850.4708905,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:07:30,2022-05-25 11:11:30,240.0
job_202205251907_1653476851.5538692,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:07:31,2022-05-25 11:17:03,572.0
job_202205251907_1653476869.7828443,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:07:49,2022-05-25 11:12:30,281.0
job_202205251910_1653477041.631612,prod02_campaign4_SQLs,done,prod02_prod,2022-05-25 11:10:41,2022-05-25 11:20:45,604.0
job_202205251915_1653477337.6349316,prod02_campaign5_SQLs,done,prod02_prod,2022-05-25 11:15:37,2022-05-25 11:26:25,648.0
job_202205251920_1653477659.0368161,mabi_authdb_SQLs,done,mabi_prod,2022-05-25 11:20:59,2022-05-25 11:21:55,56.0
job_202205251922_1653477741.9681547,mabi_itemstorage_SQLs,done,mabi_prod,2022-05-25 11:22:22,2022-05-25 11:23:17,55.0
job_202205251922_1653477755.2037303,prod02_campaign6_SQLs,done,prod02_prod,2022-05-25 11:22:35,2022-05-25 11:31:48,553.0
job_202205251922_1653477767.6326156,mabi_mabitaiwanstorage_SQLs,done,mabi_prod,2022-05-25 11:22:47,2022-05-25 11:23:36,49.0
job_202205251923_1653477785.092038,mabi_mabiguild2_SQLs,done,mabi_prod,2022-05-25 11:23:05,2022-05-25 11:23:35,30.0
job_202205251923_1653477791.2244918,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 11:23:11,2022-05-25 11:23:35,24.0
job_202205251923_1653477793.8046534,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 11:23:13,2022-05-25 11:24:03,50.0
job_202205251923_1653477799.5672684,mabi_mabi_log_SQLs,done,mabi_prod,2022-05-25 11:23:19,2022-05-25 11:24:11,52.0
job_202205251923_1653477808.953419,mabi_mabitwauction_SQLs,done,mabi_prod,2022-05-25 11:23:28,2022-05-25 11:24:36,68.0
job_202205251924_1653477846.5613809,prod05_dnstaging_SQLs,done,prod05_prod,2022-05-25 11:24:06,2022-05-25 11:31:50,464.0
job_202205251924_1653477861.2533464,prod05_dnstaging_SQLs,done,prod05_prod,2022-05-25 11:24:21,2022-05-25 11:31:31,430.0
job_202205251928_1653478114.9752438,prod02_campaign7_SQLs,done,prod02_prod,2022-05-25 11:28:35,2022-05-25 11:38:13,578.0
job_202205251928_1653478116.3208997,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 11:28:36,2022-05-25 11:33:18,282.0
job_202205251928_1653478130.5391483,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 11:28:50,2022-05-25 11:31:16,146.0
job_202205251929_1653478182.70971,mabi_authdb_SQLs,done,mabi_prod,2022-05-25 11:29:42,2022-05-25 11:31:07,85.0
job_202205251931_1653478290.5265868,mabi_itemstorage_SQLs,done,mabi_prod,2022-05-25 11:31:30,2022-05-25 11:33:09,99.0
job_202205251931_1653478296.7226813,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:31:36,2022-05-25 11:34:38,182.0
job_202205251931_1653478310.441767,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:31:50,2022-05-25 11:35:39,229.0
job_202205251931_1653478312.6251557,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:31:52,2022-05-25 11:34:45,173.0
job_202205251931_1653478315.0569298,mabi_mabitaiwanstorage_SQLs,done,mabi_prod,2022-05-25 11:31:55,2022-05-25 11:32:28,33.0
job_202205251931_1653478315.2476912,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:31:55,2022-05-25 11:34:11,136.0
job_202205251932_1653478323.3735175,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:32:03,2022-05-25 11:34:36,153.0
job_202205251932_1653478325.5647705,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:32:05,2022-05-25 11:35:12,187.0
job_202205251932_1653478327.3394585,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:32:07,2022-05-25 11:33:52,105.0
job_202205251932_1653478329.859793,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:32:09,2022-05-25 11:34:41,152.0
job_202205251932_1653478330.5282288,mabi_mabiguild2_SQLs,done,mabi_prod,2022-05-25 11:32:10,2022-05-25 11:33:02,52.0
job_202205251932_1653478337.2005281,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 11:32:17,2022-05-25 11:33:11,54.0
job_202205251932_1653478338.763285,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:32:18,2022-05-25 11:34:37,139.0
job_202205251932_1653478339.0594683,mabi_messengerDB_SQLs,done,mabi_prod,2022-05-25 11:32:19,2022-05-25 11:33:09,50.0
job_202205251932_1653478343.274294,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 11:32:23,2022-05-25 11:34:32,129.0
job_202205251932_1653478344.985617,mabi_mabi_log_SQLs,done,mabi_prod,2022-05-25 11:32:25,2022-05-25 11:33:06,41.0
job_202205251932_1653478354.1087823,mabi_mabitwauction_SQLs,done,mabi_prod,2022-05-25 11:32:34,2022-05-25 11:33:12,38.0
job_202205251934_1653478455.9381764,prod02_campaign8_SQLs,done,prod02_prod,2022-05-25 11:34:15,2022-05-25 11:43:55,580.0
job_202205251934_1653478498.8477228,prod02_campaign_company_SQLs,done,prod02_prod,2022-05-25 11:34:58,2022-05-25 11:37:34,156.0
job_202205251935_1653478504.2498996,prod02_campaign_payment_SQLs,done,prod02_prod,2022-05-25 11:35:04,2022-05-25 11:36:12,68.0
job_202205251936_1653478597.6826339,prod02_campaign_common_SQLs,done,prod02_prod,2022-05-25 11:36:37,2022-05-25 11:41:57,320.0
job_202205251937_1653478653.421102,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 11:37:33,2022-05-25 11:40:41,188.0
job_202205251937_1653478661.4529195,mabi_mabitwmabinogi_SQLs,done,mabi_prod,2022-05-25 11:37:41,2022-05-25 11:39:20,99.0
job_202205251941_1653478911.4103994,prod02_campaign_log_1st_SQLs,done,prod02_prod,2022-05-25 11:41:51,2022-05-25 11:46:18,267.0
job_202205251943_1653478983.663622,prod02_campaign_log_2nd_SQLs,done,prod02_prod,2022-05-25 11:43:03,2022-05-25 11:46:51,228.0
job_202205251947_1653479272.8876295,prod02_campaign1_SQLs,done,prod02_prod,2022-05-25 11:47:52,2022-05-25 11:56:16,504.0
job_202205251955_1653479705.6867824,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:55:05,2022-05-25 12:00:06,301.0
job_202205251955_1653479713.7571461,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:55:13,2022-05-25 12:00:47,334.0
job_202205251955_1653479718.6553319,prod02_campaign2_SQLs,done,prod02_prod,2022-05-25 11:55:18,2022-05-25 12:06:27,669.0
job_202205251958_1653479892.251499,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:58:12,2022-05-25 12:05:37,445.0
job_202205251958_1653479908.7135668,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:58:28,2022-05-25 12:03:56,328.0
job_202205251959_1653479956.2343972,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:59:16,2022-05-25 12:08:03,527.0
job_202205251959_1653479972.897125,prod05_dnsession_SQLs,done,prod05_prod,2022-05-25 11:59:32,2022-05-25 12:04:30,298.0
job_202205251959_1653479995.5391665,prod02_campaign3_SQLs,done,prod02_prod,2022-05-25 11:59:55,2022-05-25 12:10:32,637.0
job_202205252007_1653480434.1045725,prod02_campaign4_SQLs,done,prod02_prod,2022-05-25 12:07:14,2022-05-25 12:16:16,542.0
job_202205252012_1653480764.7350156,prod02_campaign5_SQLs,done,prod02_prod,2022-05-25 12:12:44,2022-05-25 12:20:38,474.0
job_202205252014_1653480897.970175,prod05_dnstaging_SQLs,done,prod05_prod,2022-05-25 12:14:58,2022-05-25 12:20:30,332.0
job_202205252016_1653480969.5986636,prod05_dnstaging_SQLs,done,prod05_prod,2022-05-25 12:16:09,2022-05-25 12:23:30,441.0
job_202205252018_1653481130.9592083,prod02_campaign6_SQLs,done,prod02_prod,2022-05-25 12:18:51,2022-05-25 12:26:33,462.0
job_202205252022_1653481376.286061,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:22:56,2022-05-25 12:26:02,186.0
job_202205252023_1653481390.7715821,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:23:10,2022-05-25 12:25:54,164.0
job_202205252023_1653481395.2807612,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:23:15,2022-05-25 12:25:02,107.0
job_202205252023_1653481405.2749093,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:23:25,2022-05-25 12:25:24,119.0
job_202205252023_1653481409.7330687,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:23:29,2022-05-25 12:25:01,92.0
job_202205252024_1653481471.465504,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:24:31,2022-05-25 12:26:53,142.0
job_202205252025_1653481525.9494677,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:25:25,2022-05-25 12:28:00,155.0
job_202205252025_1653481531.1126332,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:25:31,2022-05-25 12:27:20,109.0
job_202205252025_1653481536.9631543,prod02_campaign7_SQLs,done,prod02_prod,2022-05-25 12:25:37,2022-05-25 12:37:02,685.0
job_202205252025_1653481540.5285432,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:25:40,2022-05-25 12:28:13,153.0
job_202205252025_1653481545.0499825,prod05_cupmembership_SQLs,done,prod05_prod,2022-05-25 12:25:45,2022-05-25 12:26:36,51.0
job_202205252031_1653481910.8912086,prod02_campaign8_SQLs,done,prod02_prod,2022-05-25 12:31:50,2022-05-25 12:40:22,512.0
job_202205260410_1653509451.617774,prod09_lindbglobal_SQLs,done,prod09_prod,2022-05-25 20:10:51,2022-05-25 20:12:18,87.0
job_202205260421_1653510111.120502,prod09_linsession_global_SQLs,done,prod09_prod,2022-05-25 20:21:51,2022-05-25 20:26:08,257.0
job_202205260430_1653510635.5770745,prod09_lindbglobal_SQLs,done,prod09_prod,2022-05-25 20:30:35,2022-05-25 20:33:47,192.0
job_202205260431_1653510704.548369,prod09_lindb_SQLs,done,prod09_prod,2022-05-25 20:31:44,2022-05-25 20:36:54,310.0
job_202205260435_1653510950.999905,prod09_lindbcharged_SQLs,done,prod09_prod,2022-05-25 20:35:51,2022-05-25 20:40:31,280.0
job_202205260435_1653510958.7728386,prod09_purchaseagentdb_SQLs,done,prod09_prod,2022-05-25 20:35:58,2022-05-25 20:38:45,167.0
job_202205260439_1653511149.8884292,prod09_linsession_global_SQLs,done,prod09_prod,2022-05-25 20:39:09,2022-05-25 20:47:10,481.0
job_202205260443_1653511437.9056695,prod09_linsession_SQLs,done,prod09_prod,2022-05-25 20:43:57,2022-05-25 20:56:09,732.0
job_202205260444_1653511478.0382216,prod03_account_SQLs,done,prod03_prod,2022-05-25 20:44:38,2022-05-25 20:55:54,676.0
job_202205260444_1653511492.861166,prod03_account_SQLs,done,prod03_prod,2022-05-25 20:44:52,2022-05-25 20:54:14,562.0
job_202205260445_1653511502.4838445,prod03_game01_SQLs,done,prod03_prod,2022-05-25 20:45:02,2022-05-25 20:50:09,307.0
job_202205260445_1653511548.8707685,prod03_game01_SQLs,done,prod03_prod,2022-05-25 20:45:48,2022-05-25 20:51:03,315.0
job_202205260451_1653511875.257205,prod09_linsession_charged_SQLs,done,prod09_prod,2022-05-25 20:51:15,2022-05-25 20:59:41,506.0
job_202205260453_1653512002.3374054,prod09_lindb_SQLs,done,prod09_prod,2022-05-25 20:53:22,2022-05-25 20:57:58,276.0
job_202205260459_1653512362.0422304,prod03_game01_SQLs,done,prod03_prod,2022-05-25 20:59:22,2022-05-25 21:09:28,606.0
job_202205260459_1653512367.3411086,prod03_game01_SQLs,done,prod03_prod,2022-05-25 20:59:27,2022-05-25 21:09:33,606.0
job_202205260500_1653512409.965737,prod03_game01_SQLs,done,prod03_prod,2022-05-25 21:00:10,2022-05-25 21:11:36,686.0
job_202205260500_1653512410.1566975,prod03_convertcenter_SQLs,done,prod03_prod,2022-05-25 21:00:10,2022-05-25 21:00:12,2.0
job_202205260500_1653512413.9741335,prod03_game01_SQLs,done,prod03_prod,2022-05-25 21:00:14,2022-05-25 21:21:45,1291.0
job_202205260500_1653512414.1674316,prod03_convertcenter_SQLs,done,prod03_prod,2022-05-25 21:00:14,2022-05-25 21:00:16,2.0
job_202205260500_1653512445.1189291,prod09_lindbcharged_SQLs,done,prod09_prod,2022-05-25 21:00:45,2022-05-25 21:05:40,295.0
job_202205260500_1653512453.1037283,prod09_purchaseagentdb_SQLs,done,prod09_prod,2022-05-25 21:00:53,2022-05-25 21:04:36,223.0
job_202205260508_1653512898.7883406,prod09_linsession_SQLs,done,prod09_prod,2022-05-25 21:08:18,2022-05-25 21:24:12,954.0
job_202205260511_1653513067.6557238,prod03_account_SQLs,done,prod03_prod,2022-05-25 21:11:07,2022-05-25 21:24:45,818.0
job_202205260511_1653513104.3132572,prod03_account_SQLs,done,prod03_prod,2022-05-25 21:11:44,2022-05-25 21:24:57,793.0
job_202205260523_1653513811.1088686,prod09_linsession_charged_SQLs,done,prod09_prod,2022-05-25 21:23:31,2022-05-25 21:37:18,827.0
job_202205260524_1653513879.6193948,prod07_historydb_SQLs,done,prod07_prod,2022-05-25 21:24:39,2022-05-25 21:29:32,293.0
job_202205260524_1653513887.2538652,prod07_prod07_index_SQLs,done,prod07_prod,2022-05-25 21:24:47,2022-05-25 21:28:12,205.0
job_202205260524_1653513890.4877746,prod07_prod07_master_SQLs,done,prod07_prod,2022-05-25 21:24:50,2022-05-25 21:26:59,129.0
job_202205260525_1653513901.3498333,prod07_sumally_SQLs,done,prod07_prod,2022-05-25 21:25:01,2022-05-25 21:29:03,242.0
job_202205260527_1653514067.2773285,prod07_userdb_SQLs,done,prod07_prod,2022-05-25 21:27:47,2022-05-25 21:33:55,368.0
job_202205260529_1653514181.7412102,prod03_game01_SQLs,done,prod03_prod,2022-05-25 21:29:41,2022-05-25 21:38:23,522.0
job_202205260530_1653514200.1821878,prod03_game01_SQLs,done,prod03_prod,2022-05-25 21:30:00,2022-05-25 21:37:56,476.0
job_202205260533_1653514412.2317703,prod07_historydb_SQLs,done,prod07_prod,2022-05-25 21:33:32,2022-05-25 21:38:14,282.0
job_202205260533_1653514427.6617181,prod07_prod07_index_SQLs,done,prod07_prod,2022-05-25 21:33:47,2022-05-25 21:36:36,169.0
job_202205260537_1653514669.8547359,prod07_prod07_master_SQLs,done,prod07_prod,2022-05-25 21:37:49,2022-05-25 21:39:41,112.0
job_202205260538_1653514683.6532068,prod07_sumally_SQLs,done,prod07_prod,2022-05-25 21:38:03,2022-05-25 21:40:05,122.0
